0,2.3523e+10,1.5341e+10,0,0
1,2.3521e+10,1.534e+10,1.7576e+06,9.1518e+05
2,2.3488e+10,1.5326e+10,3.4283e+07,1.422e+07
3,2.3485e+10,1.5326e+10,3.7356e+07,1.5181e+07
4,2.3482e+10,1.5325e+10,4.0337e+07,1.6137e+07
5,2.3479e+10,1.5324e+10,4.3216e+07,1.7077e+07
6,2.3477e+10,1.5323e+10,4.5994e+07,1.7996e+07
7,2.3474e+10,1.5322e+10,4.8676e+07,1.8893e+07
8,2.3471e+10,1.5321e+10,5.1267e+07,1.9767e+07
9,2.3469e+10,1.532e+10,5.3777e+07,2.0619e+07
10,2.3466e+10,1.5319e+10,5.6212e+07,2.1451e+07
15,2.3455e+10,1.5315e+10,6.7425e+07,2.5323e+07
20,2.3445e+10,1.5312e+10,7.7411e+07,2.881e+07
25,2.3436e+10,1.5309e+10,8.6512e+07,3.201e+07
30,2.3428e+10,1.5306e+10,9.4929e+07,3.4977e+07
35,2.342e+10,1.5303e+10,1.0281e+08,3.7762e+07
40,2.3412e+10,1.53e+10,1.1025e+08,4.0395e+07
45,2.3405e+10,1.5298e+10,1.1732e+08,4.2897e+07
50,2.3399e+10,1.5295e+10,1.2407e+08,4.528e+07
55,2.3392e+10,1.5293e+10,1.3053e+08,4.7563e+07
60,2.3386e+10,1.5291e+10,1.3675e+08,4.9755e+07
65,2.338e+10,1.5289e+10,1.4276e+08,5.1872e+07
70,2.3374e+10,1.5287e+10,1.4857e+08,5.3917e+07
75,2.3368e+10,1.5285e+10,1.5421e+08,5.5897e+07
80,2.3363e+10,1.5283e+10,1.597e+08,5.7819e+07
85,2.3358e+10,1.5281e+10,1.6503e+08,5.9686e+07
90,2.3352e+10,1.5279e+10,1.7023e+08,6.1501e+07
95,2.3347e+10,1.5277e+10,1.7531e+08,6.3269e+07
100,2.3342e+10,1.5276e+10,1.8028e+08,6.4998e+07
150,2.3297e+10,1.526e+10,2.2526e+08,8.0516e+07
200,2.3258e+10,1.5247e+10,2.6448e+08,9.3899e+07
250,2.3222e+10,1.5235e+10,3.0026e+08,1.061e+08
300,2.3189e+10,1.5223e+10,3.3367e+08,1.1758e+08
350,2.3157e+10,1.5212e+10,3.6534e+08,1.286e+08
400,2.3127e+10,1.5201e+10,3.9564e+08,1.393e+08
450,2.3098e+10,1.5191e+10,4.2474e+08,1.4974e+08
500,2.307e+10,1.5181e+10,4.5276e+08,1.5995e+08
550,2.3043e+10,1.5171e+10,4.7978e+08,1.6992e+08
600,2.3017e+10,1.5161e+10,5.0589e+08,1.7969e+08
650,2.2991e+10,1.5151e+10,5.3115e+08,1.8925e+08
700,2.2967e+10,1.5142e+10,5.5561e+08,1.986e+08
750,2.2943e+10,1.5133e+10,5.7932e+08,2.0774e+08
800,2.292e+10,1.5124e+10,6.023e+08,2.1667e+08
850,2.2898e+10,1.5115e+10,6.2461e+08,2.254e+08
900,2.2876e+10,1.5107e+10,6.4627e+08,2.3393e+08
950,2.2855e+10,1.5098e+10,6.673e+08,2.4224e+08
1000,2.2835e+10,1.509e+10,6.8775e+08,2.5036e+08
1050,2.2815e+10,1.5082e+10,7.0767e+08,2.5829e+08
1100,2.2796e+10,1.5075e+10,7.2705e+08,2.6603e+08
1150,2.2777e+10,1.5067e+10,7.4594e+08,2.7359e+08
1200,2.2758e+10,1.506e+10,7.6439e+08,2.8099e+08
1250,2.274e+10,1.5052e+10,7.8238e+08,2.8821e+08
1300,2.2723e+10,1.5045e+10,7.9994e+08,2.9527e+08
1350,2.2705e+10,1.5039e+10,8.1713e+08,3.0219e+08
1400,2.2689e+10,1.5032e+10,8.3393e+08,3.0895e+08
1450,2.2672e+10,1.5025e+10,8.5035e+08,3.1556e+08
1500,2.2656e+10,1.5019e+10,8.6645e+08,3.2203e+08
1550,2.264e+10,1.5012e+10,8.8221e+08,3.2837e+08
1600,2.2625e+10,1.5006e+10,8.9765e+08,3.3458e+08
1650,2.261e+10,1.5e+10,9.128e+08,3.4067e+08
1700,2.2595e+10,1.4994e+10,9.2765e+08,3.4663e+08
1750,2.258e+10,1.4988e+10,9.4222e+08,3.5247e+08
1800,2.2566e+10,1.4982e+10,9.5653e+08,3.582e+08
1850,2.2552e+10,1.4977e+10,9.706e+08,3.6384e+08
1900,2.2538e+10,1.4971e+10,9.8444e+08,3.6938e+08
1950,2.2525e+10,1.4966e+10,9.9803e+08,3.748e+08
2000,2.2511e+10,1.4961e+10,1.0114e+09,3.8014e+08
2050,2.2498e+10,1.4955e+10,1.0246e+09,3.8539e+08
2100,2.2485e+10,1.495e+10,1.0376e+09,3.9057e+08
2150,2.2472e+10,1.4945e+10,1.0504e+09,3.9566e+08
2200,2.246e+10,1.494e+10,1.063e+09,4.0066e+08
2250,2.2447e+10,1.4935e+10,1.0754e+09,4.0559e+08
2300,2.2435e+10,1.493e+10,1.0877e+09,4.1046e+08
2350,2.2423e+10,1.4925e+10,1.0998e+09,4.1526e+08
2400,2.2411e+10,1.4921e+10,1.1117e+09,4.1998e+08
2450,2.2399e+10,1.4916e+10,1.1235e+09,4.2464e+08
2500,2.2388e+10,1.4911e+10,1.1351e+09,4.2924e+08
2550,2.2376e+10,1.4907e+10,1.1466e+09,4.3378e+08
2600,2.2365e+10,1.4902e+10,1.158e+09,4.3825e+08
2650,2.2353e+10,1.4898e+10,1.1692e+09,4.4267e+08
2700,2.2342e+10,1.4894e+10,1.1803e+09,4.4704e+08
2750,2.2331e+10,1.4889e+10,1.1913e+09,4.5136e+08
2800,2.2321e+10,1.4885e+10,1.2021e+09,4.5562e+08
2850,2.231e+10,1.4881e+10,1.2128e+09,4.5983e+08
2900,2.2299e+10,1.4877e+10,1.2234e+09,4.6398e+08
2950,2.2289e+10,1.4873e+10,1.2339e+09,4.681e+08
3000,2.2278e+10,1.4869e+10,1.2443e+09,4.7217e+08
3050,2.2268e+10,1.4864e+10,1.2546e+09,4.762e+08
3100,2.2258e+10,1.4861e+10,1.2649e+09,4.8019e+08
3150,2.2248e+10,1.4857e+10,1.275e+09,4.8414e+08
3200,2.2238e+10,1.4853e+10,1.285e+09,4.8804e+08
3250,2.2228e+10,1.4849e+10,1.2949e+09,4.9191e+08
3300,2.2218e+10,1.4845e+10,1.3047e+09,4.9574e+08
3350,2.2208e+10,1.4841e+10,1.3145e+09,4.9953e+08
3400,2.2199e+10,1.4837e+10,1.3241e+09,5.033e+08
3450,2.2189e+10,1.4834e+10,1.3337e+09,5.0703e+08
3500,2.2179e+10,1.483e+10,1.3432e+09,5.1074e+08
3550,2.217e+10,1.4826e+10,1.3527e+09,5.1441e+08
3600,2.2161e+10,1.4823e+10,1.362e+09,5.1806e+08
3650,2.2151e+10,1.4819e+10,1.3713e+09,5.2167e+08
