0,1.0289e+10,2.1073e+09,0,0
1,1.0288e+10,2.1071e+09,9.6837e+05,1.2572e+05
2,1.0185e+10,2.0997e+09,1.0418e+08,7.543e+06
3,1.0136e+10,2.0964e+09,1.531e+08,1.0867e+07
4,1.0096e+10,2.0937e+09,1.929e+08,1.351e+07
5,1.0061e+10,2.0914e+09,2.2812e+08,1.5861e+07
6,1.0029e+10,2.0892e+09,2.6034e+08,1.8062e+07
7,9.999e+09,2.0871e+09,2.9028e+08,2.0175e+07
8,9.9709e+09,2.085e+09,3.1832e+08,2.222e+07
9,9.9446e+09,2.0831e+09,3.4469e+08,2.4199e+07
10,9.9196e+09,2.0811e+09,3.696e+08,2.6115e+07
15,9.8124e+09,2.0725e+09,4.7687e+08,3.4799e+07
20,9.7254e+09,2.0651e+09,5.6381e+08,4.2113e+07
25,9.6515e+09,2.0589e+09,6.3774e+08,4.8361e+07
30,9.5865e+09,2.0535e+09,7.027e+08,5.3799e+07
35,9.528e+09,2.0486e+09,7.6122e+08,5.864e+07
40,9.4744e+09,2.0442e+09,8.1488e+08,6.3034e+07
45,9.4246e+09,2.0402e+09,8.6468e+08,6.7073e+07
50,9.3779e+09,2.0364e+09,9.1136e+08,7.0832e+07
55,9.3338e+09,2.0329e+09,9.5546e+08,7.4367e+07
60,9.2919e+09,2.0295e+09,9.9738e+08,7.7715e+07
65,9.2519e+09,2.0264e+09,1.0374e+09,8.0901e+07
70,9.2135e+09,2.0233e+09,1.0757e+09,8.3944e+07
75,9.1767e+09,2.0204e+09,1.1125e+09,8.6858e+07
80,9.1412e+09,2.0176e+09,1.148e+09,8.9668e+07
85,9.1069e+09,2.0149e+09,1.1823e+09,9.2376e+07
90,9.0737e+09,2.0123e+09,1.2155e+09,9.5002e+07
95,9.0415e+09,2.0097e+09,1.2477e+09,9.7544e+07
100,9.0103e+09,2.0072e+09,1.279e+09,1.0002e+08
150,8.7378e+09,1.9857e+09,1.5515e+09,1.2154e+08
200,8.5157e+09,1.9681e+09,1.7735e+09,1.3918e+08
250,8.3263e+09,1.953e+09,1.9629e+09,1.5424e+08
300,8.1593e+09,1.9397e+09,2.13e+09,1.6751e+08
350,8.0084e+09,1.9278e+09,2.2809e+09,1.7943e+08
400,7.8697e+09,1.917e+09,2.4196e+09,1.9027e+08
450,7.7402e+09,1.9069e+09,2.549e+09,2.0032e+08
500,7.618e+09,1.8975e+09,2.6713e+09,2.0975e+08
550,7.5016e+09,1.8886e+09,2.7877e+09,2.187e+08
600,7.39e+09,1.88e+09,2.8992e+09,2.2727e+08
650,7.2827e+09,1.8717e+09,3.0065e+09,2.3552e+08
700,7.179e+09,1.8637e+09,3.1103e+09,2.4354e+08
750,7.0783e+09,1.8559e+09,3.2109e+09,2.5137e+08
800,6.9804e+09,1.8482e+09,3.3088e+09,2.5907e+08
850,6.885e+09,1.8406e+09,3.4042e+09,2.6667e+08
900,6.7919e+09,1.8331e+09,3.4973e+09,2.742e+08
950,6.701e+09,1.8256e+09,3.5882e+09,2.8166e+08
1000,6.6121e+09,1.8182e+09,3.6771e+09,2.8907e+08
1050,6.5252e+09,1.8108e+09,3.764e+09,2.9644e+08
1100,6.4402e+09,1.8035e+09,3.8491e+09,3.0379e+08
1150,6.357e+09,1.7962e+09,3.9323e+09,3.111e+08
1200,6.2755e+09,1.7889e+09,4.0137e+09,3.1839e+08
1250,6.1957e+09,1.7816e+09,4.0935e+09,3.2567e+08
1300,6.1176e+09,1.7743e+09,4.1717e+09,3.3295e+08
1350,6.0411e+09,1.7671e+09,4.2482e+09,3.402e+08
1400,5.9661e+09,1.7598e+09,4.3232e+09,3.4746e+08
1450,5.8925e+09,1.7525e+09,4.3967e+09,3.5472e+08
1500,5.8206e+09,1.7453e+09,4.4687e+09,3.6196e+08
1550,5.7501e+09,1.7381e+09,4.5392e+09,3.6919e+08
1600,5.681e+09,1.7308e+09,4.6083e+09,3.7642e+08
1650,5.6133e+09,1.7236e+09,4.676e+09,3.8363e+08
1700,5.547e+09,1.7164e+09,4.7423e+09,3.9083e+08
1750,5.4821e+09,1.7092e+09,4.8072e+09,3.9802e+08
1800,5.4185e+09,1.7021e+09,4.8708e+09,4.0519e+08
1850,5.3562e+09,1.6949e+09,4.9331e+09,4.1234e+08
1900,5.2952e+09,1.6878e+09,4.994e+09,4.1947e+08
