0,8.3225e+10,7.0272e+10,0,0
1,8.0028e+10,6.871e+10,3.1971e+09,1.5619e+09
2,8.0014e+10,6.8705e+10,3.2105e+09,1.5667e+09
3,8e+10,6.87e+10,3.2244e+09,1.5719e+09
4,7.9988e+10,6.8695e+10,3.2366e+09,1.5766e+09
5,7.9977e+10,6.8691e+10,3.2475e+09,1.5809e+09
6,7.9967e+10,6.8687e+10,3.2575e+09,1.5849e+09
7,7.9958e+10,6.8683e+10,3.2668e+09,1.5887e+09
8,7.9949e+10,6.8679e+10,3.2755e+09,1.5922e+09
9,7.9941e+10,6.8676e+10,3.2838e+09,1.5955e+09
10,7.9933e+10,6.8673e+10,3.2916e+09,1.5987e+09
15,7.9899e+10,6.8659e+10,3.326e+09,1.6128e+09
20,7.9869e+10,6.8647e+10,3.3552e+09,1.625e+09
25,7.9844e+10,6.8636e+10,3.381e+09,1.6357e+09
30,7.982e+10,6.8626e+10,3.4043e+09,1.6454e+09
35,7.9799e+10,6.8617e+10,3.4257e+09,1.6544e+09
40,7.9779e+10,6.8609e+10,3.4456e+09,1.6628e+09
45,7.976e+10,6.8601e+10,3.4643e+09,1.6706e+09
50,7.9743e+10,6.8594e+10,3.4821e+09,1.6781e+09
55,7.9726e+10,6.8586e+10,3.4989e+09,1.6852e+09
60,7.971e+10,6.858e+10,3.5149e+09,1.6919e+09
65,7.9694e+10,6.8573e+10,3.5303e+09,1.6984e+09
70,7.9679e+10,6.8567e+10,3.5451e+09,1.7046e+09
75,7.9665e+10,6.8561e+10,3.5595e+09,1.7106e+09
80,7.9651e+10,6.8555e+10,3.5733e+09,1.7165e+09
85,7.9638e+10,6.855e+10,3.5867e+09,1.7221e+09
90,7.9625e+10,6.8544e+10,3.5997e+09,1.7276e+09
95,7.9612e+10,6.8539e+10,3.6124e+09,1.7329e+09
100,7.96e+10,6.8534e+10,3.6247e+09,1.7381e+09
150,7.9491e+10,6.8487e+10,3.7339e+09,1.7842e+09
200,7.9399e+10,6.8449e+10,3.826e+09,1.823e+09
250,7.9318e+10,6.8414e+10,3.9069e+09,1.8572e+09
300,7.9245e+10,6.8384e+10,3.9801e+09,1.8881e+09
350,7.9177e+10,6.8355e+10,4.0474e+09,1.9165e+09
400,7.9115e+10,6.8329e+10,4.11e+09,1.943e+09
450,7.9056e+10,6.8304e+10,4.1688e+09,1.9678e+09
500,7.9e+10,6.828e+10,4.2244e+09,1.9913e+09
550,7.8947e+10,6.8258e+10,4.2773e+09,2.0136e+09
600,7.8896e+10,6.8237e+10,4.3281e+09,2.035e+09
650,7.8848e+10,6.8216e+10,4.3769e+09,2.0556e+09
700,7.88e+10,6.8196e+10,4.4242e+09,2.0755e+09
750,7.8755e+10,6.8177e+10,4.4701e+09,2.0948e+09
800,7.871e+10,6.8158e+10,4.5148e+09,2.1136e+09
850,7.8666e+10,6.814e+10,4.5585e+09,2.132e+09
900,7.8623e+10,6.8122e+10,4.6013e+09,2.1499e+09
950,7.8581e+10,6.8104e+10,4.6433e+09,2.1675e+09
1000,7.854e+10,6.8087e+10,4.6849e+09,2.1848e+09
1500,7.814e+10,6.7922e+10,5.0849e+09,2.3496e+09
2000,7.7752e+10,6.7765e+10,5.4729e+09,2.5072e+09
2500,7.7373e+10,6.7611e+10,5.8519e+09,2.6611e+09
3000,7.7006e+10,6.746e+10,6.2191e+09,2.8121e+09
3500,7.6653e+10,6.7312e+10,6.572e+09,2.9598e+09
4000,7.6314e+10,6.7167e+10,6.9101e+09,3.1043e+09
4500,7.5992e+10,6.7026e+10,7.2329e+09,3.2455e+09
5000,7.5684e+10,6.6889e+10,7.5406e+09,3.3831e+09
5500,7.5391e+10,6.6755e+10,7.8336e+09,3.5171e+09
6000,7.5112e+10,6.6624e+10,8.1125e+09,3.6473e+09
6500,7.4847e+10,6.6498e+10,8.3777e+09,3.7735e+09
7000,7.4595e+10,6.6376e+10,8.6297e+09,3.8958e+09
7500,7.4356e+10,6.6258e+10,8.869e+09,4.014e+09
8000,7.4128e+10,6.6144e+10,9.0962e+09,4.128e+09
8500,7.3913e+10,6.6034e+10,9.3119e+09,4.238e+09
9000,7.3708e+10,6.5928e+10,9.5162e+09,4.3437e+09
9500,7.3515e+10,6.5826e+10,9.7101e+09,4.4454e+09
10000,7.3331e+10,6.5729e+10,9.894e+09,4.5431e+09
10000,7.3331e+10,6.5729e+10,9.894e+09,4.5431e+09
11000,7.2992e+10,6.5546e+10,1.0233e+10,4.7261e+09
12000,7.2689e+10,6.5378e+10,1.0536e+10,4.8936e+09
13000,7.2417e+10,6.5225e+10,1.0807e+10,5.0462e+09
14000,7.2175e+10,6.5087e+10,1.1049e+10,5.1843e+09
15000,7.196e+10,6.4963e+10,1.1265e+10,5.309e+09
16000,7.1769e+10,6.4851e+10,1.1456e+10,5.4211e+09
17000,7.1599e+10,6.475e+10,1.1626e+10,5.5217e+09
18000,7.1449e+10,6.466e+10,1.1776e+10,5.6116e+09
19000,7.1315e+10,6.458e+10,1.1909e+10,5.6921e+09
20000,7.1197e+10,6.4508e+10,1.2027e+10,5.7638e+09
