0,1.7544e+11,4.5915e+10,0,0
1,1.5762e+11,4.4441e+10,1.7826e+10,1.4749e+09
2,1.5761e+11,4.444e+10,1.7837e+10,1.4754e+09
3,1.5759e+11,4.4439e+10,1.7851e+10,1.4761e+09
4,1.5758e+11,4.4438e+10,1.7866e+10,1.4769e+09
5,1.5756e+11,4.4438e+10,1.7883e+10,1.4778e+09
6,1.5755e+11,4.4437e+10,1.79e+10,1.4787e+09
7,1.5753e+11,4.4436e+10,1.7916e+10,1.4796e+09
8,1.5751e+11,4.4435e+10,1.7932e+10,1.4804e+09
9,1.575e+11,4.4434e+10,1.7948e+10,1.4813e+09
10,1.5748e+11,4.4433e+10,1.7964e+10,1.4821e+09
15,1.5741e+11,4.4429e+10,1.8035e+10,1.4862e+09
20,1.5735e+11,4.4426e+10,1.8099e+10,1.4899e+09
25,1.5729e+11,4.4422e+10,1.8157e+10,1.4933e+09
30,1.5723e+11,4.4419e+10,1.821e+10,1.4966e+09
35,1.5718e+11,4.4416e+10,1.826e+10,1.4996e+09
40,1.5714e+11,4.4413e+10,1.8307e+10,1.5025e+09
45,1.5709e+11,4.441e+10,1.8352e+10,1.5053e+09
50,1.5705e+11,4.4408e+10,1.8395e+10,1.5079e+09
55,1.5701e+11,4.4405e+10,1.8435e+10,1.5104e+09
60,1.5697e+11,4.4403e+10,1.8474e+10,1.5129e+09
65,1.5693e+11,4.44e+10,1.8512e+10,1.5153e+09
70,1.569e+11,4.4398e+10,1.8548e+10,1.5176e+09
75,1.5686e+11,4.4396e+10,1.8583e+10,1.5198e+09
80,1.5683e+11,4.4393e+10,1.8617e+10,1.522e+09
85,1.5679e+11,4.4391e+10,1.865e+10,1.5241e+09
90,1.5676e+11,4.4389e+10,1.8683e+10,1.5261e+09
95,1.5673e+11,4.4387e+10,1.8714e+10,1.5281e+09
100,1.567e+11,4.4385e+10,1.8744e+10,1.5301e+09
150,1.5643e+11,4.4368e+10,1.9017e+10,1.5477e+09
200,1.562e+11,4.4353e+10,1.9247e+10,1.5626e+09
250,1.5599e+11,4.434e+10,1.9451e+10,1.5759e+09
300,1.5581e+11,4.4328e+10,1.9635e+10,1.5879e+09
350,1.5564e+11,4.4316e+10,1.9804e+10,1.599e+09
400,1.5548e+11,4.4306e+10,1.9961e+10,1.6093e+09
450,1.5534e+11,4.4296e+10,2.0109e+10,1.6189e+09
500,1.552e+11,4.4287e+10,2.0249e+10,1.6281e+09
550,1.5506e+11,4.4279e+10,2.0382e+10,1.6369e+09
600,1.5494e+11,4.427e+10,2.0509e+10,1.6452e+09
650,1.5481e+11,4.4262e+10,2.0631e+10,1.6532e+09
700,1.547e+11,4.4255e+10,2.0748e+10,1.6609e+09
750,1.5458e+11,4.4247e+10,2.0861e+10,1.6683e+09
800,1.5447e+11,4.424e+10,2.097e+10,1.6755e+09
850,1.5437e+11,4.4233e+10,2.1076e+10,1.6825e+09
900,1.5427e+11,4.4226e+10,2.1179e+10,1.6892e+09
950,1.5417e+11,4.422e+10,2.1279e+10,1.6958e+09
1000,1.5407e+11,4.4213e+10,2.1377e+10,1.7022e+09
1500,1.532e+11,4.4156e+10,2.2242e+10,1.7592e+09
2000,1.5247e+11,4.4108e+10,2.2971e+10,1.8071e+09
2500,1.5183e+11,4.4066e+10,2.3613e+10,1.8495e+09
3000,1.5125e+11,4.4028e+10,2.4194e+10,1.8876e+09
3500,1.5072e+11,4.3993e+10,2.4729e+10,1.9228e+09
4000,1.5022e+11,4.396e+10,2.523e+10,1.9557e+09
4500,1.4974e+11,4.3929e+10,2.5705e+10,1.9869e+09
5000,1.4928e+11,4.3899e+10,2.616e+10,2.0167e+09
5500,1.4884e+11,4.387e+10,2.6602e+10,2.0454e+09
6000,1.4841e+11,4.3842e+10,2.7031e+10,2.0732e+09
6500,1.4799e+11,4.3815e+10,2.7454e+10,2.1004e+09
7000,1.4757e+11,4.3788e+10,2.7871e+10,2.1271e+09
7500,1.4716e+11,4.3762e+10,2.8286e+10,2.1535e+09
8000,1.4675e+11,4.3736e+10,2.8698e+10,2.1795e+09
8500,1.4634e+11,4.371e+10,2.9109e+10,2.2054e+09
9000,1.4593e+11,4.3684e+10,2.9519e+10,2.2311e+09
9500,1.4552e+11,4.3659e+10,2.9928e+10,2.2567e+09
10000,1.4511e+11,4.3633e+10,3.0336e+10,2.2821e+09
10000,1.4511e+11,4.3633e+10,3.0336e+10,2.2821e+09
11000,1.443e+11,4.3583e+10,3.1148e+10,2.3325e+09
12000,1.4349e+11,4.3533e+10,3.1955e+10,2.3824e+09
13000,1.4269e+11,4.3483e+10,3.2755e+10,2.432e+09
14000,1.419e+11,4.3434e+10,3.3549e+10,2.4812e+09
15000,1.4111e+11,4.3385e+10,3.4333e+10,2.5302e+09
16000,1.4034e+11,4.3337e+10,3.5108e+10,2.5788e+09
17000,1.3957e+11,4.3288e+10,3.5872e+10,2.6271e+09
18000,1.3882e+11,4.324e+10,3.6624e+10,2.675e+09
19000,1.3808e+11,4.3193e+10,3.7364e+10,2.7226e+09
20000,1.3735e+11,4.3146e+10,3.8091e+10,2.7698e+09
