0,2.3523e+10,1.5341e+10,0,0
1,2.3521e+10,1.534e+10,1.7579e+06,9.1523e+05
2,2.3521e+10,1.534e+10,1.956e+06,9.7694e+05
3,2.3521e+10,1.534e+10,2.1436e+06,1.0356e+06
4,2.352e+10,1.534e+10,2.3217e+06,1.0911e+06
5,2.352e+10,1.534e+10,2.4906e+06,1.1436e+06
6,2.352e+10,1.534e+10,2.6515e+06,1.1933e+06
7,2.352e+10,1.534e+10,2.8058e+06,1.2407e+06
8,2.352e+10,1.534e+10,2.9537e+06,1.2857e+06
9,2.352e+10,1.5339e+10,3.0963e+06,1.3288e+06
10,2.352e+10,1.5339e+10,3.2349e+06,1.3704e+06
15,2.3519e+10,1.5339e+10,3.8761e+06,1.559e+06
20,2.3518e+10,1.5339e+10,4.4645e+06,1.7276e+06
25,2.3518e+10,1.5339e+10,5.0253e+06,1.8856e+06
30,2.3517e+10,1.5339e+10,5.5725e+06,2.0388e+06
35,2.3517e+10,1.5339e+10,6.1122e+06,2.1893e+06
40,2.3516e+10,1.5338e+10,6.6474e+06,2.3384e+06
45,2.3516e+10,1.5338e+10,7.1804e+06,2.4869e+06
50,2.3515e+10,1.5338e+10,7.7124e+06,2.6353e+06
55,2.3515e+10,1.5338e+10,8.2446e+06,2.7839e+06
60,2.3514e+10,1.5338e+10,8.7765e+06,2.9327e+06
65,2.3513e+10,1.5338e+10,9.3088e+06,3.0819e+06
70,2.3513e+10,1.5338e+10,9.8411e+06,3.2312e+06
75,2.3512e+10,1.5337e+10,1.0374e+07,3.3807e+06
80,2.3512e+10,1.5337e+10,1.0906e+07,3.5305e+06
85,2.3511e+10,1.5337e+10,1.1439e+07,3.6805e+06
90,2.3511e+10,1.5337e+10,1.1973e+07,3.8306e+06
95,2.351e+10,1.5337e+10,1.2506e+07,3.9811e+06
100,2.351e+10,1.5337e+10,1.3041e+07,4.132e+06
150,2.3504e+10,1.5335e+10,1.8414e+07,5.6529e+06
200,2.3499e+10,1.5334e+10,2.3847e+07,7.1938e+06
250,2.3493e+10,1.5332e+10,2.9337e+07,8.7503e+06
300,2.3488e+10,1.533e+10,3.4875e+07,1.032e+07
350,2.3482e+10,1.5329e+10,4.0446e+07,1.1897e+07
400,2.3477e+10,1.5327e+10,4.6037e+07,1.348e+07
450,2.3471e+10,1.5326e+10,5.1637e+07,1.5065e+07
500,2.3466e+10,1.5324e+10,5.7239e+07,1.6651e+07
550,2.346e+10,1.5323e+10,6.2835e+07,1.8237e+07
600,2.3454e+10,1.5321e+10,6.8419e+07,1.9821e+07
650,2.3449e+10,1.5319e+10,7.3988e+07,2.1403e+07
